Generation,ID,Annotation,Position,Population,t0,prevalence,Gene,allele_freq
3600,278025459,background,3206811,Hypermutator,3476,12073,g3207,0.012073
3600,278075299,background,1933745,Hypermutator,3477,19137,g1934,0.019137
3600,278608488,beneficial,93318,Hypermutator,3483,14689,g94,0.014689
3600,278646117,background,2248047,Hypermutator,3484,14689,g2249,0.014689
3600,278800932,beneficial,14289,Hypermutator,3486,11490,g15,0.01149
3600,279155545,beneficial,29464,Hypermutator,3490,19137,g30,0.019137
3600,279281872,background,2799779,Hypermutator,3492,50561,g2800,0.050561
3600,279281873,background,2925402,Hypermutator,3492,50561,g2926,0.050561
3600,280179765,background,180631,Hypermutator,3503,251303,g181,0.251303
3600,280617162,background,1417048,Hypermutator,3508,251303,g1418,0.251303
3600,281961951,beneficial,52403,Hypermutator,3525,49273,g53,0.049273
3600,282663217,beneficial,98672,Hypermutator,3534,251213,g99,0.251213
3600,283263651,background,24583,Hypermutator,3542,10142,g25,0.010142
3600,283341110,background,3367018,Hypermutator,3543,17962,g3368,0.017962
3600,283501156,background,3599096,Hypermutator,3545,10282,g3600,0.010282
3600,283501157,background,3816493,Hypermutator,3545,10282,g3817,0.010282
3700,283558218,background,449566,Hypermutator,3545,24276,g450,0.024276
3600,283719944,background,1848052,Hypermutator,3547,14812,g1849,0.014812
3600,283815985,background,321452,Hypermutator,3548,17962,g322,0.017962
3700,284079322,background,3804535,Hypermutator,3552,12116,g3805,0.012116
3600,284131864,background,1490474,Hypermutator,3552,22938,g1491,0.022938
3700,284194291,background,415717,Hypermutator,3553,24890,g416,0.02489
3600,284220761,background,2762154,Hypermutator,3553,22938,g2763,0.022938
3700,284230914,background,2651960,Hypermutator,3554,12740,g2652,0.01274
3700,284231800,background,3063089,Hypermutator,3554,29187,g3064,0.029187
3600,284341764,background,1799705,Hypermutator,3555,14123,g1800,0.014123
3700,284369217,background,3019456,Hypermutator,3555,25989,g3020,0.025989
3700,284386507,background,2614519,Hypermutator,3556,14636,g2615,0.014636
3700,284470362,background,2674527,Hypermutator,3557,29393,g2675,0.029393
3700,284624671,background,3673549,Hypermutator,3559,11284,g3674,0.011284
3700,284671549,background,3643602,Hypermutator,3559,17155,g3644,0.017155
3700,284711759,background,1845515,Hypermutator,3560,14739,g1846,0.014739
3700,284908657,background,2705577,Hypermutator,3562,12745,g2706,0.012745
3700,284918662,background,2529108,Hypermutator,3562,36938,g2530,0.036938
3700,284970208,background,3628941,Hypermutator,3563,20962,g3629,0.020962
3700,284986560,background,3791193,Hypermutator,3563,13299,g3792,0.013299
3700,285099729,background,3266387,Hypermutator,3564,11781,g3267,0.011781
3700,285115036,background,2706818,Hypermutator,3565,30283,g2707,0.030283
3700,285240439,background,2937072,Hypermutator,3566,11051,g2938,0.011051
3700,285596777,background,2443193,Hypermutator,3571,15506,g2444,0.015506
3800,285632860,background,2267258,Hypermutator,3571,13258,g2268,0.013258
3700,285731515,background,1291057,Hypermutator,3572,21673,g1292,0.021673
3700,286001374,beneficial,86795,Hypermutator,3576,15506,g87,0.015506
3700,286227148,background,2456652,Hypermutator,3579,18945,g2457,0.018945
3700,286422510,background,1306859,Hypermutator,3581,37377,g1307,0.037377
3700,286510683,background,1788741,Hypermutator,3582,21159,g1789,0.021159
3700,286610806,background,1450218,Hypermutator,3583,18787,g1451,0.018787
3800,287866645,background,3730790,Hypermutator,3599,150985,g3731,0.150985
3700,287955456,beneficial,78911,Hypermutator,3600,18604,g79,0.018604
3800,287966031,background,1524394,Hypermutator,3600,150985,g1525,0.150985
3700,288168647,background,1639364,Hypermutator,3603,21014,g1640,0.021014
3700,288168648,background,2332171,Hypermutator,3603,21014,g2333,0.021014
3700,288474832,beneficial,28010,Hypermutator,3607,21014,g29,0.021014
3700,288702124,background,2438554,Hypermutator,3610,37346,g2439,0.037346
3700,288912733,beneficial,94877,Hypermutator,3612,37346,g95,0.037346
3800,289021851,background,2079266,Hypermutator,3614,13258,g2080,0.013258
3700,289039155,background,1382358,Hypermutator,3614,37346,g1383,0.037346
3800,289510619,background,1987641,Hypermutator,3620,150985,g1988,0.150985
3800,290015746,background,1527953,Hypermutator,3626,39386,g1528,0.039386
3800,290248564,background,2910139,Hypermutator,3629,109953,g2911,0.109953
3800,290310949,background,1849310,Hypermutator,3630,40059,g1850,0.040059
3800,290350152,background,2020178,Hypermutator,3630,38681,g2021,0.038681
3800,290805135,beneficial,24140,Hypermutator,3636,150985,g25,0.150985
3800,290826429,neutral,274576,Hypermutator,3636,16619,g275,0.016619
3800,290920630,background,1403844,Hypermutator,3637,24653,g1404,0.024653
3800,291070740,background,435691,Hypermutator,3639,23025,g436,0.023025
3800,291238782,background,3154894,Hypermutator,3641,15952,g3155,0.015952
3800,291323714,background,1997764,Hypermutator,3642,28582,g1998,0.028582
3800,291329574,background,907052,Hypermutator,3642,35191,g908,0.035191
3800,291439438,background,3059562,Hypermutator,3644,109953,g3060,0.109953
3800,291462234,beneficial,20261,Hypermutator,3644,13258,g21,0.013258
3800,291497507,background,1055495,Hypermutator,3645,15952,g1056,0.015952
3800,291581394,background,2641574,Hypermutator,3646,13480,g2642,0.01348
3800,291661192,background,3757771,Hypermutator,3647,15912,g3758,0.015912
3800,291704517,background,1033763,Hypermutator,3647,23739,g1034,0.023739
3800,291744884,background,1617323,Hypermutator,3648,19279,g1618,0.019279
3800,291802512,background,2533084,Hypermutator,3648,131761,g2534,0.131761
3800,291830033,background,2772031,Hypermutator,3649,13579,g2773,0.013579
3800,291922697,background,2446901,Hypermutator,3650,15912,g2447,0.015912
3800,292059319,background,1021828,Hypermutator,3652,15912,g1022,0.015912
3800,292218055,background,530409,Hypermutator,3654,24420,g531,0.02442
3800,292219547,background,826549,Hypermutator,3654,12266,g827,0.012266
3800,292365800,background,1263338,Hypermutator,3655,12268,g1264,0.012268
3900,292375878,background,328478,Hypermutator,3655,12639,g329,0.012639
3800,292476081,background,722841,Hypermutator,3657,12565,g723,0.012565
3800,292476082,background,997757,Hypermutator,3657,12565,g998,0.012565
3800,292924115,background,323897,Hypermutator,3662,10172,g324,0.010172
4000,292955541,background,1362615,Hypermutator,3663,13109,g1363,0.013109
3900,292984191,background,13167,Hypermutator,3663,12582,g14,0.012582
3800,293092706,background,718680,Hypermutator,3664,15335,g719,0.015335
3800,293098769,background,589540,Hypermutator,3665,13445,g590,0.013445
3800,293207044,background,3660508,Hypermutator,3666,130520,g3661,0.13052
3900,293782825,background,1285862,Hypermutator,3673,12581,g1286,0.012581
4000,294061319,background,1804466,Hypermutator,3677,13109,g1805,0.013109
3800,294072088,background,1265596,Hypermutator,3677,127584,g1266,0.127584
3800,294180410,background,450497,Hypermutator,3678,127584,g451,0.127584
3800,294414501,beneficial,71396,Hypermutator,3681,36111,g72,0.036111
3900,294427769,background,3278001,Hypermutator,3681,61692,g3279,0.061692
3800,294483749,beneficial,49901,Hypermutator,3682,108986,g50,0.108986
3900,294957583,background,3069810,Hypermutator,3688,12537,g3070,0.012537
4000,294969773,background,3460004,Hypermutator,3688,13109,g3461,0.013109
3800,294985154,background,2091786,Hypermutator,3688,108986,g2092,0.108986
3900,295064491,background,2982813,Hypermutator,3689,61692,g2983,0.061692
3800,295145484,background,3241469,Hypermutator,3690,11579,g3242,0.011579
3800,295260426,beneficial,693,Hypermutator,3692,127562,g1,0.127562
4000,295387171,background,3743040,Hypermutator,3693,13109,g3744,0.013109
3800,295768478,background,1497470,Hypermutator,3698,10399,g1498,0.010399
3800,295996478,background,1362282,Hypermutator,3701,37123,g1363,0.037123
3800,296085901,background,387763,Hypermutator,3702,15039,g388,0.015039
3800,296085902,background,3891433,Hypermutator,3702,15039,g3892,0.015039
3800,296152372,background,1594128,Hypermutator,3703,37280,g1595,0.03728
3900,296287000,background,2513576,Hypermutator,3704,25664,g2514,0.025664
3800,296557951,background,1542903,Hypermutator,3708,11211,g1543,0.011211
3900,296580882,background,1618683,Hypermutator,3708,17889,g1619,0.017889
3900,296708395,background,944057,Hypermutator,3710,239228,g945,0.239228
3900,296787795,background,3691868,Hypermutator,3711,61692,g3692,0.061692
3900,296957249,beneficial,19647,Hypermutator,3713,61692,g20,0.061692
3900,296969331,background,3169292,Hypermutator,3713,239228,g3170,0.239228
4000,297043547,background,1876093,Hypermutator,3714,141295,g1877,0.141295
3900,297088532,background,409979,Hypermutator,3714,11107,g410,0.011107
3900,297417394,background,2060987,Hypermutator,3719,10554,g2061,0.010554
3900,297668962,background,2542234,Hypermutator,3722,12570,g2543,0.01257
3900,297932217,background,2160569,Hypermutator,3725,87468,g2161,0.087468
4000,298384052,background,2594078,Hypermutator,3731,54378,g2595,0.054378
3900,298768124,background,3201772,Hypermutator,3735,12570,g3202,0.01257
3900,299050519,background,882527,Hypermutator,3739,12570,g883,0.01257
4000,299125178,background,510139,Hypermutator,3740,141295,g511,0.141295
3900,299204404,background,2912096,Hypermutator,3741,31529,g2913,0.031529
3900,299263346,beneficial,10743,Hypermutator,3742,42011,g11,0.042011
4000,299440494,beneficial,88226,Hypermutator,3744,13109,g89,0.013109
3900,299913668,background,1251784,Hypermutator,3750,14035,g1252,0.014035
3900,299934358,background,586050,Hypermutator,3750,12570,g587,0.01257
3900,299984619,beneficial,68231,Hypermutator,3751,31447,g69,0.031447
3900,300154062,background,2385361,Hypermutator,3753,14035,g2386,0.014035
4000,300274889,background,550646,Hypermutator,3754,54363,g551,0.054363
3900,300367278,beneficial,68578,Hypermutator,3755,230124,g69,0.230124
3900,300490745,beneficial,2470,Hypermutator,3757,12570,g3,0.01257
3900,300958418,background,2235811,Hypermutator,3763,12954,g2236,0.012954
3900,301314542,background,2902382,Hypermutator,3767,26163,g2903,0.026163
3900,301365566,background,3676404,Hypermutator,3768,37969,g3677,0.037969
3900,301665492,background,2423156,Hypermutator,3772,21455,g2424,0.021455
3900,301720532,background,2092614,Hypermutator,3772,19607,g2093,0.019607
3900,301883854,background,2470452,Hypermutator,3774,10844,g2471,0.010844
3900,301883855,background,2953404,Hypermutator,3774,10844,g2954,0.010844
3900,301919884,background,186893,Hypermutator,3775,14070,g187,0.01407
4000,302013206,background,1296013,Hypermutator,3776,45932,g1297,0.045932
3900,302018324,background,1050740,Hypermutator,3776,14772,g1051,0.014772
4000,302040972,background,2005518,Hypermutator,3776,12986,g2006,0.012986
4000,302040973,background,2508369,Hypermutator,3776,12986,g2509,0.012986
4000,302211276,background,1130616,Hypermutator,3778,45932,g1131,0.045932
3900,302220559,background,2527772,Hypermutator,3779,86913,g2528,0.086913
4000,302684253,background,2906044,Hypermutator,3784,54363,g2907,0.054363
4000,303043944,background,1285126,Hypermutator,3789,12941,g1286,0.012941
4000,303383666,background,2261911,Hypermutator,3793,141267,g2262,0.141267
4000,303485595,background,1277107,Hypermutator,3794,45891,g1278,0.045891
3900,303547211,beneficial,67103,Hypermutator,3795,86796,g68,0.086796
4100,303984789,background,1486166,Hypermutator,3801,30945,g1487,0.030945
4000,304036045,background,2815837,Hypermutator,3801,54363,g2816,0.054363
4000,304123410,background,1751490,Hypermutator,3802,12941,g1752,0.012941
4000,304219078,background,1240814,Hypermutator,3804,141267,g1241,0.141267
4000,304260703,background,1404070,Hypermutator,3804,12941,g1405,0.012941
4000,304563810,background,1935159,Hypermutator,3808,47724,g1936,0.047724
3900,304681778,background,2012116,Hypermutator,3809,11556,g2013,0.011556
4000,304708349,background,1964361,Hypermutator,3810,18713,g1965,0.018713
4000,304753022,neutral,256842,Hypermutator,3810,12941,g257,0.012941
3900,304889962,background,2160175,Hypermutator,3812,16492,g2161,0.016492
4000,305036477,beneficial,37640,Hypermutator,3814,45891,g38,0.045891
4000,305136805,background,2654808,Hypermutator,3815,47724,g2655,0.047724
4000,305239784,background,2876072,Hypermutator,3816,18713,g2877,0.018713
4000,305283579,background,1123116,Hypermutator,3817,41950,g1124,0.04195
4000,305343660,background,3348686,Hypermutator,3818,23568,g3349,0.023568
4000,305368796,background,3408782,Hypermutator,3818,12941,g3409,0.012941
4000,305537887,background,1049769,Hypermutator,3820,12941,g1050,0.012941
4000,305588343,background,2959943,Hypermutator,3821,18713,g2960,0.018713
4000,305666236,background,1965838,Hypermutator,3822,15277,g1966,0.015277
4000,305668712,background,1398287,Hypermutator,3822,54363,g1399,0.054363
4100,305763658,background,1988358,Hypermutator,3823,30945,g1989,0.030945
4000,305770819,background,3795413,Hypermutator,3823,12941,g3796,0.012941
4000,305791112,background,664854,Hypermutator,3823,33321,g665,0.033321
4100,305933864,background,1750658,Hypermutator,3825,30945,g1751,0.030945
4000,306177378,background,1060758,Hypermutator,3828,19003,g1061,0.019003
4000,306202147,background,3564240,Hypermutator,3828,12502,g3565,0.012502
4000,306366774,background,3547806,Hypermutator,3830,12570,g3548,0.01257
4000,306401569,background,3475311,Hypermutator,3831,17376,g3476,0.017376
4000,306528898,background,766028,Hypermutator,3832,13381,g767,0.013381
4000,306541140,beneficial,85413,Hypermutator,3833,54363,g86,0.054363
4000,306547321,background,2776548,Hypermutator,3833,16929,g2777,0.016929
4000,306646727,background,774952,Hypermutator,3834,16438,g775,0.016438
4100,306691450,background,821290,Hypermutator,3834,30945,g822,0.030945
4100,306691451,background,1712424,Hypermutator,3834,30945,g1713,0.030945
4000,306784916,background,3581478,Hypermutator,3836,141267,g3582,0.141267
4000,306836916,background,2451181,Hypermutator,3836,19003,g2452,0.019003
4000,306866843,background,397888,Hypermutator,3837,11490,g398,0.01149
4000,306915860,background,1285084,Hypermutator,3837,19017,g1286,0.019017
4000,306970077,background,811608,Hypermutator,3838,16438,g812,0.016438
4000,306975323,background,2061954,Hypermutator,3838,54363,g2062,0.054363
4000,307029203,background,1607085,Hypermutator,3839,54363,g1608,0.054363
4000,307090311,beneficial,73155,Hypermutator,3839,12941,g74,0.012941
4000,307152667,beneficial,55868,Hypermutator,3840,141267,g56,0.141267
4000,307165653,background,555669,Hypermutator,3840,19003,g556,0.019003
4000,307326860,background,668557,Hypermutator,3842,18919,g669,0.018919
4000,307329278,background,1763799,Hypermutator,3842,24089,g1764,0.024089
4000,307440357,neutral,281289,Hypermutator,3844,12152,g282,0.012152
4100,307499068,background,179234,Hypermutator,3845,21187,g180,0.021187
4000,307744729,background,883459,Hypermutator,3848,15347,g884,0.015347
4000,307761962,background,3646309,Hypermutator,3848,141267,g3647,0.141267
4000,307835777,background,3313153,Hypermutator,3849,11752,g3314,0.011752
4000,307952763,background,1916261,Hypermutator,3850,12941,g1917,0.012941
4100,308135122,background,921707,Hypermutator,3853,12270,g922,0.01227
4000,308156028,beneficial,36898,Hypermutator,3853,12941,g37,0.012941
4000,308349163,background,3551427,Hypermutator,3855,92803,g3552,0.092803
4000,308449945,background,2209561,Hypermutator,3856,10784,g2210,0.010784
4000,308501683,background,3475190,Hypermutator,3857,13624,g3476,0.013624
4000,308659481,background,1475553,Hypermutator,3859,15347,g1476,0.015347
4100,308817149,background,2836339,Hypermutator,3861,30945,g2837,0.030945
4000,309001803,background,551845,Hypermutator,3863,48720,g552,0.04872
4100,309129231,background,2254103,Hypermutator,3865,13589,g2255,0.013589
4000,309265883,background,3874969,Hypermutator,3867,15347,g3875,0.015347
4100,309519600,background,1177725,Hypermutator,3870,395475,g1178,0.395475
4000,309638869,background,990528,Hypermutator,3871,36298,g991,0.036298
4100,309871313,background,3235487,Hypermutator,3874,21175,g3236,0.021175
4000,309874847,background,1772627,Hypermutator,3874,14760,g1773,0.01476
4100,310484391,background,1545060,Hypermutator,3882,13589,g1546,0.013589
4100,311096988,background,66173,Hypermutator,3890,12265,g67,0.012265
4000,311421564,background,3500810,Hypermutator,3894,15250,g3501,0.01525
4100,311428810,background,2845374,Hypermutator,3894,30945,g2846,0.030945
4100,311435208,neutral,221354,Hypermutator,3894,25256,g222,0.025256
4100,311478176,background,2529384,Hypermutator,3894,13254,g2530,0.013254
4100,311929126,background,1287689,Hypermutator,3900,21175,g1288,0.021175
4200,311975708,background,2730536,Hypermutator,3901,16046,g2731,0.016046
4000,312000299,background,1215984,Hypermutator,3901,10444,g1216,0.010444
4100,312045048,background,3041247,Hypermutator,3901,13587,g3042,0.013587
4100,312218303,beneficial,3677,Hypermutator,3904,13587,g4,0.013587
4200,312449680,background,2539380,Hypermutator,3906,16046,g2540,0.016046
4000,312717953,beneficial,52547,Hypermutator,3910,15250,g53,0.01525
4100,312790206,beneficial,73646,Hypermutator,3911,30945,g74,0.030945
4100,312986173,background,3206992,Hypermutator,3913,10048,g3207,0.010048
4100,312998346,beneficial,75302,Hypermutator,3913,25256,g76,0.025256
4100,313181548,background,2383084,Hypermutator,3916,25256,g2384,0.025256
4100,313556183,background,2459560,Hypermutator,3920,395475,g2460,0.395475
4100,313564965,background,2780061,Hypermutator,3920,21173,g2781,0.021173
4100,313726443,background,2988682,Hypermutator,3922,21173,g2989,0.021173
4100,313744380,beneficial,27691,Hypermutator,3923,25200,g28,0.0252
4100,313796134,background,3872393,Hypermutator,3923,21173,g3873,0.021173
4100,313886562,beneficial,93120,Hypermutator,3924,25092,g94,0.025092
4100,314057617,background,3073084,Hypermutator,3927,30011,g3074,0.030011
4100,314312996,background,3338259,Hypermutator,3930,29421,g3339,0.029421
4100,314338897,beneficial,47008,Hypermutator,3930,21173,g48,0.021173
4100,314441550,background,783318,Hypermutator,3931,10746,g784,0.010746
4100,314629774,background,2069678,Hypermutator,3934,395475,g2070,0.395475
4100,314680349,background,2200596,Hypermutator,3934,11008,g2201,0.011008
4100,314713021,background,1123410,Hypermutator,3935,21173,g1124,0.021173
4100,314963759,background,2593915,Hypermutator,3938,10746,g2594,0.010746
4100,314975345,background,2430658,Hypermutator,3938,14080,g2431,0.01408
4100,315055169,beneficial,24173,Hypermutator,3939,395475,g25,0.395475
4100,315081362,beneficial,39783,Hypermutator,3939,12236,g40,0.012236
4100,315393348,neutral,252009,Hypermutator,3943,38176,g253,0.038176
4100,315397865,background,3632526,Hypermutator,3943,17480,g3633,0.01748
4100,315450020,background,3131801,Hypermutator,3944,28710,g3132,0.02871
4100,315636600,background,3691159,Hypermutator,3946,12874,g3692,0.012874
4100,315654414,background,3035441,Hypermutator,3947,16142,g3036,0.016142
4100,315692061,background,2393363,Hypermutator,3947,11978,g2394,0.011978
4100,315720487,background,3496493,Hypermutator,3947,165744,g3497,0.165744
4100,315814499,background,1584662,Hypermutator,3949,28995,g1585,0.028995
4100,316464729,background,2933401,Hypermutator,3957,13778,g2934,0.013778
4100,316546588,background,1681804,Hypermutator,3958,11215,g1682,0.011215
4100,316880514,background,2341565,Hypermutator,3962,28995,g2342,0.028995
4100,317186713,background,3466956,Hypermutator,3966,92026,g3467,0.092026
4200,317372861,background,1090390,Hypermutator,3968,63000,g1091,0.063
4200,317474746,background,3753198,Hypermutator,3969,147550,g3754,0.14755
4200,317806596,background,2102829,Hypermutator,3973,199854,g2103,0.199854
4100,317845383,beneficial,38337,Hypermutator,3974,12849,g39,0.012849
4100,318029666,background,169572,Hypermutator,3976,10666,g170,0.010666
4100,318188010,background,2187022,Hypermutator,3978,23820,g2188,0.02382
4100,318375403,background,943577,Hypermutator,3981,11220,g944,0.01122
4100,318460407,background,1857295,Hypermutator,3982,32308,g1858,0.032308
4100,318671749,background,738730,Hypermutator,3984,29579,g739,0.029579
4100,318699467,background,3475784,Hypermutator,3985,32308,g3476,0.032308
4300,319041865,background,2763689,Hypermutator,3989,14420,g2764,0.01442
4100,319158590,background,2017727,Hypermutator,3990,26430,g2018,0.02643
4100,319215727,beneficial,72151,Hypermutator,3991,28976,g73,0.028976
4300,319217100,background,470828,Hypermutator,3991,14420,g471,0.01442
4100,319380211,background,2493403,Hypermutator,3993,13869,g2494,0.013869
4100,319414594,background,1708821,Hypermutator,3994,13869,g1709,0.013869
4200,319512340,background,822830,Hypermutator,3995,199571,g823,0.199571
4200,319589593,background,1802060,Hypermutator,3996,16766,g1803,0.016766
4200,319590288,background,2539475,Hypermutator,3996,147494,g2540,0.147494
4100,319649599,neutral,210370,Hypermutator,3996,11791,g211,0.011791
4200,319905179,background,1546311,Hypermutator,4000,16480,g1547,0.01648
4100,319961789,background,3538368,Hypermutator,4000,12771,g3539,0.012771
4200,320002651,background,593496,Hypermutator,4001,13095,g594,0.013095
4200,320016903,background,3961906,Hypermutator,4001,25714,g3962,0.025714
4200,320128813,background,830859,Hypermutator,4002,62996,g831,0.062996
4200,320370673,background,1028247,Hypermutator,4005,15589,g1029,0.015589
4200,320480651,background,151788,Hypermutator,4007,141024,g152,0.141024
4200,320678687,beneficial,56312,Hypermutator,4009,16046,g57,0.016046
4200,320758635,background,3715906,Hypermutator,4010,62961,g3716,0.062961
4200,321267986,background,815673,Hypermutator,4017,19873,g816,0.019873
4200,321301744,background,962239,Hypermutator,4017,199547,g963,0.199547
4200,321321855,background,1207770,Hypermutator,4017,16443,g1208,0.016443
4200,321570625,background,2931325,Hypermutator,4020,15392,g2932,0.015392
4200,322158330,background,1300053,Hypermutator,4028,13750,g1301,0.01375
4200,322158331,background,2850544,Hypermutator,4028,13750,g2851,0.01375
4200,322534299,background,3385731,Hypermutator,4033,108611,g3386,0.108611
4200,322752575,background,2971967,Hypermutator,4035,12892,g2972,0.012892
4200,323156344,beneficial,7195,Hypermutator,4040,108611,g8,0.108611
4200,323438020,beneficial,73917,Hypermutator,4044,147493,g74,0.147493
4200,323476331,beneficial,89718,Hypermutator,4044,62961,g90,0.062961
4200,323595201,beneficial,57962,Hypermutator,4046,12892,g58,0.012892
4200,323860090,background,2865958,Hypermutator,4049,62961,g2866,0.062961
4200,324436462,beneficial,72851,Hypermutator,4056,11100,g73,0.0111
4200,324446042,background,856334,Hypermutator,4056,13248,g857,0.013248
4200,324513783,neutral,234035,Hypermutator,4057,11100,g235,0.0111
4200,324801457,background,3757947,Hypermutator,4061,199547,g3758,0.199547
4200,324820326,beneficial,80448,Hypermutator,4061,23142,g81,0.023142
4200,325385146,background,3152509,Hypermutator,4068,12366,g3153,0.012366
4200,325527722,background,2701464,Hypermutator,4070,14992,g2702,0.014992
4200,325528325,background,3701582,Hypermutator,4070,23754,g3702,0.023754
4200,325566837,beneficial,51267,Hypermutator,4070,199547,g52,0.199547
4300,325654789,background,3305297,Hypermutator,4071,14420,g3306,0.01442
4200,325799266,background,2199459,Hypermutator,4073,12366,g2200,0.012366
4200,325827476,background,693586,Hypermutator,4074,23639,g694,0.023639
4200,325890758,background,782904,Hypermutator,4074,23754,g783,0.023754
4200,325996642,background,3293671,Hypermutator,4076,12366,g3294,0.012366
4200,326132889,background,2014695,Hypermutator,4077,13207,g2015,0.013207
4200,326247946,background,3468591,Hypermutator,4079,57924,g3469,0.057924
4300,326295828,background,102030,Hypermutator,4080,14420,g103,0.01442
4200,326316055,background,2955554,Hypermutator,4080,10588,g2956,0.010588
4200,326407281,background,83144,Hypermutator,4081,10694,g84,0.010694
4200,326957915,background,722266,Hypermutator,4088,11938,g723,0.011938
4200,327006108,background,3144402,Hypermutator,4088,17883,g3145,0.017883
4200,327010399,background,2614414,Hypermutator,4088,11954,g2615,0.011954
4300,327082636,background,2983464,Hypermutator,4089,14420,g2984,0.01442
4200,327164133,background,2408867,Hypermutator,4090,13417,g2409,0.013417
4200,327218657,background,2930620,Hypermutator,4091,10694,g2931,0.010694
4200,327303131,background,1995803,Hypermutator,4092,13285,g1996,0.013285
4200,327401640,background,1352335,Hypermutator,4093,24366,g1353,0.024366
4200,327408995,background,737839,Hypermutator,4093,10784,g738,0.010784
4200,327464679,background,686433,Hypermutator,4094,14208,g687,0.014208
4200,327493133,background,3496064,Hypermutator,4094,17883,g3497,0.017883
4200,327691133,background,1645985,Hypermutator,4097,13285,g1646,0.013285
4200,327780902,background,2548396,Hypermutator,4098,13285,g2549,0.013285
4200,327895142,background,3522267,Hypermutator,4099,16469,g3523,0.016469
4300,327911093,background,839732,Hypermutator,4100,68548,g840,0.068548
4200,328159701,background,1380582,Hypermutator,4103,12600,g1381,0.0126
4300,328252715,background,2765475,Hypermutator,4104,14420,g2766,0.01442
4300,328914328,neutral,289787,Hypermutator,4112,68548,g290,0.068548
4300,329194009,beneficial,46912,Hypermutator,4116,14420,g47,0.01442
4300,329194010,background,1567772,Hypermutator,4116,14420,g1568,0.01442
4300,329248095,background,508145,Hypermutator,4116,801794,g509,0.801794
4300,330217496,background,757604,Hypermutator,4128,801666,g758,0.801666
4300,330787820,beneficial,14171,Hypermutator,4136,24574,g15,0.024574
4300,330980277,beneficial,45585,Hypermutator,4138,13544,g46,0.013544
4300,332654202,beneficial,45495,Hypermutator,4159,801647,g46,0.801647
4300,333118725,beneficial,11535,Hypermutator,4165,68467,g12,0.068467
4300,333651027,background,595957,Hypermutator,4171,241973,g596,0.241973
4300,334355409,background,2251722,Hypermutator,4180,44958,g2252,0.044958
4300,334437549,background,322147,Hypermutator,4181,166539,g323,0.166539
4300,334575136,background,2539196,Hypermutator,4183,10146,g2540,0.010146
4300,334642428,background,3905580,Hypermutator,4184,10146,g3906,0.010146
4300,334698462,background,192084,Hypermutator,4185,27842,g193,0.027842
4300,334715123,background,1109265,Hypermutator,4185,40899,g1110,0.040899
4300,334781119,background,1278499,Hypermutator,4186,30403,g1279,0.030403
4300,334784960,background,578727,Hypermutator,4186,12784,g579,0.012784
4300,334833961,neutral,222626,Hypermutator,4186,10146,g223,0.010146
4300,334902037,background,2349524,Hypermutator,4187,52838,g2350,0.052838
4300,334934260,background,2222107,Hypermutator,4187,23095,g2223,0.023095
4300,335069707,background,3498357,Hypermutator,4189,40899,g3499,0.040899
4300,335114457,background,678886,Hypermutator,4190,12238,g679,0.012238
4300,335182194,background,3296024,Hypermutator,4191,28698,g3297,0.028698
4300,335344544,background,967798,Hypermutator,4193,28698,g968,0.028698
4300,335388567,background,2240991,Hypermutator,4193,17177,g2241,0.017177
4300,335471902,background,664211,Hypermutator,4194,11659,g665,0.011659
4300,335500723,background,2537859,Hypermutator,4195,25484,g2538,0.025484
4300,335584573,background,521914,Hypermutator,4196,12272,g522,0.012272
4300,335613967,background,725034,Hypermutator,4196,11937,g726,0.011937
4300,335749259,background,3175979,Hypermutator,4198,14518,g3176,0.014518
4300,335787207,background,1491136,Hypermutator,4198,14035,g1492,0.014035
4300,335804601,background,1544580,Hypermutator,4198,11903,g1545,0.011903
4400,335938490,background,1566069,Hypermutator,4200,241215,g1567,0.241215
4300,336003168,background,1248178,Hypermutator,4201,12942,g1249,0.012942
4400,336232247,background,2663686,Hypermutator,4204,59564,g2664,0.059564
4400,336807496,background,1554082,Hypermutator,4211,37878,g1555,0.037878
4400,336908337,neutral,240613,Hypermutator,4212,240703,g241,0.240703
4400,337083743,background,3509912,Hypermutator,4214,20105,g3510,0.020105
4400,337157451,background,592634,Hypermutator,4215,67295,g593,0.067295
4400,337398824,background,1357828,Hypermutator,4218,67295,g1358,0.067295
4400,337651849,beneficial,439,Hypermutator,4221,19663,g1,0.019663
4400,337933699,background,48304,Hypermutator,4225,164154,g49,0.164154
4400,338060777,background,3412415,Hypermutator,4227,67295,g3413,0.067295
4400,338071896,beneficial,15852,Hypermutator,4227,37789,g16,0.037789
4400,338197569,background,2444509,Hypermutator,4228,240427,g2445,0.240427
4400,338197570,background,2575258,Hypermutator,4228,240427,g2576,0.240427
4400,338595443,background,351026,Hypermutator,4233,29693,g352,0.029693
4400,338606378,background,1516953,Hypermutator,4233,164154,g1517,0.164154
4400,338694027,background,3292508,Hypermutator,4234,29693,g3293,0.029693
4400,338968094,background,2656066,Hypermutator,4238,163660,g2657,0.16366
4400,339487650,beneficial,39492,Hypermutator,4244,59339,g40,0.059339
4400,339884069,background,3444421,Hypermutator,4249,41737,g3445,0.041737
4400,340180757,background,1068190,Hypermutator,4253,27313,g1069,0.027313
4400,340181620,background,2102335,Hypermutator,4253,168621,g2103,0.168621
